Sentence									
The 2nd belly dancer danced at two tables									
We didn't see the 2nd belly dancer									
We were not seated for the first show									
The main reason we came to your restaurant was for the belly dancers									
 We missed the first show as we were not seated yet									
 The 2nd belly dancer only danced at two tables in the back of the restaurant									
 The 2nd belly dancer never made it around to the other half of the restaurant									
The meal came 30 minutes after being seated									
It took 30 minutes to get the meal									
We were seated									
We waited for 30 minutes									
finally got the meal									
We finally got a table									
We indicated we wanted an ala carte menu									
We were pushed into a table that was only price fixed									
Once we finally got a table									
We wanted an a la carte menu									
We were pushed into a table									
The table was only price fixed									
We were pushed into a table that was price fixed									
We indicated we wanted an alla carte menu									
We were told to sit anywhere									
The table we chose was reserved									
the table we sat on was reserved									
Told us to sit anywhere									
He said the table we picked was reserved									
Took forever to get our order									
Water refills were too much to ask for									
The only time she was fast was when we asked for our bill									
Took forever to get our order taken									
We could get her attention									
It took forever to get our order taken									
Our waiter was snobby									
It took him 15 minutes to take our order									
He gave us lip									
We didn't get an apology									
We didn't get complimentary drinks									
Our waiter wouldn't take our order									
One would think we'd get an apology									
One would think we'd get complimentary drinks									
We got a snobby waiter									
The waiter wouldn't even take our order for 15 minutes									
The waiter gave us lip when we asked him to take our order									
They won't toast your bagel									
They don't make eggs for the bagel									
There is a drawback									
The won't toast your bagel									
 They don't make eggs for the bagel									
Our drinks kept coming									
Our drinks kept coming although our server only came by a couple times									
Our server came by a couple times									
Our service is attentive									
Our server was attentive									
Children should not eat at Ray's									
Our service continued to be attentive									
Our service was attentive throughout the night									
I was puzzled by one issue									
Who thinks Ray's is appropriate									
Our server was very helpful									
Our server was friendly									
Our server was helpful and friendly									
Took my mom for Mother's Day									
The matre d' was pretty rude when I took my mom for Mother's Day									
I took my mom for Mother's Day									
The maitre d' was rude									
The maitre d' was pretty rude									
Our server was very professional									
Our food arrived over an hour after we ordered									
We were not given any water									
We were not given any utensils									
Our water was non-existent									
Our waiter was non-existent									
Our food finally arrived over an hour after we ordered									
The waiter is attentive									
Truly the mark of an attentive waiter									
He was an attentive waiter									
Our waitress isn't mean									
Our waitress isn't warm or attentive									
Our waitress wasn't mean									
Our waitress wasn't especially warm									
Our waitress wasn't attentive									
Our waitress wasn't especially attentive									
Bartender was immature									
Bartender did not know how to make specific drinks									
Food was not fresh									
Food was not warm									
Waitresses were flirting with men at the bar									
Waitresses were not attentive to customers									
Bartender didn;t know how to make specific drinks									
Waitresses were busy flirting									
Waitresses weren't attentive									
The bartender was very immature									
The bartender didn't know how to make specific drinks									
Service was so slow									
The food was not fresh									
The food was not warm									
They were flirting with men at the bar									
They weren't very attentive to all the customers									
Over the years the host, Vittorio, and his crew, have always treated me as family									
It's amazing he's even able to remember a consistent but not-so-frequent visitor									
Vittoro visits us sometimes									
Vittoro and his crew treats me like family									
Vittorio is the host									
He has always treated me as family									
The crew has always treated me as family									
This not-so-little gem does a lot of business									
It's amazing he remembers consistent visitors									
It's amazing he remembers not-so-frequent visitors									
Paul, the maitre d', was totally professional									
Paul, the maitre d', was always on top of things									
The maitre'd was very professional									
Paul was professional									
Paul was on top of things									
People are always friendly									
Very poor customer									
Poor customer service									
Customer service was very poor									
Plan to wait 30 minutes or more									
Plan to wait up to 70 minutes									
Plan for wait time that is over 30 minutes									
Plan for waiting 70 minutes									
Plan on waiting 30-70 minutes									
I am allergic to rice									
The waitstaff was accommodating									
The waitstaff was unbelievably accommodating									
The waitstaff didn't even bat an eye									
 The waitstaff was unbelievably accommodating									
 The waitstaff didn't even bat an eye!									
Polite acknowledgement is out;									
Polite acknowledgement is out									
In Volare everyone gets treated the same									
The service is very friendly									
Volare virgins or weekly regulars, everyone gets treated the same									
You can't ask for more than that when the service is this friendly									
Everyone gets treated the same									
You can't ask for more than that									
Wait staff is blatantly unappreciative of your business									
 It's the best pie on the UWS!									
Wait staff is blantently unappreciative of your business									
The pie is the best on the UWS									
They have the best pie in the UWS									
Waited 35 minutes for a table									
The table was for 8	The table was for 8	the table| was| for 8							
It was OK for a big crowd	It was OK for a big crowd	it| was| OK for a big crowd							
We waited 35 minutes	We waited 35 minutes	we| waited| 35 minutes							
The wait was 35 minutes for a table for 8	The wait was 35 minutes for a table for 8	the wait| was| 35 minutes| for a table for 8							
The wait was ok for such a big crowd	The wait was ok for such a big crowd	the wait| was| ok| for such a big crowd							
We waited 35 minutes for a table	We waited 35 minutes for a table	we| waited| 35 minutes| for a table							
It was okay for such a big crowd	It was okay for such a big crowd	it| was| okay| for such a big crowd							
The customer service was poor	The customer service was poor	the customer service| was| poor							
The pizza was poor	The pizza was poor	the pizza| was| poor							
Poor pizza	Poor pizza	pizza| [is]| poor							
Waitstaff are very friendly	Waitstaff are very friendly	waitstaff| are| very friendly							
We asked the Hooka for six times	We asked the Hooka for six times	we| asked| the Hooka| for six times							
Waiter didn't returned the Hooka	Waiter didn't returned the Hooka	waiter| didn't returned| the Hooka							
We asked for Hooka six times	We asked for Hooka six times	we| asked| for Hooka| six times							
The waiter kept telling us one minute	The waiter kept telling us one minute	the waiter| kept telling| us| one minute							
The waiter never returned with the Hooka	The waiter never returned with the Hooka	the waiter| never returned| with the Hooka							
We also asked for Hooka	We also asked for Hooka	we| also asked| for Hooka							
We asked six times	We asked six times	we| asked| six times							
He never returned with the Hooka	He never returned with the Hooka	he| never returned| with the Hooka							
We were seated immediately after arriving	We were seated immediately after arriving	we| were seated| immediately after arriving							
We arrived	We arrived	we| arrived							
We were seated immediately	We were seated immediately	we| were seated| immediately							
This made us both happy	This made us both happy	this| made| us both| happy							
It made us both happy that we arrived and were seated immediately	It made us both happy that we arrived and were seated immediately	it| made| us both| happy| that we arrived and were seated immediately	we| arrived	[we]| were seated| immediately					
We asked for beverages	We asked for beverages	we| asked| for beverages							
We never received them	We never received them	we| never received| them							
we did not receive beverages	we did not receive beverages	we| did not receive| beverages							
We never received beverages	We never received beverages	we| never received| beverages							
We asked for sides	We asked for sides	we| asked| for sides							
The waiter forgot to put in	The waiter forgot to put in	the waiter| forgot| to put in	[the waiter]| put| in						
The waiter admitted that he forgot to put in that part of our order	The waiter admitted that he forgot to put in that part of our order	the waiter| admitted| that he forgot to put in that part of our order	he| forgot| to put in that part of our order	[he]| put| in| that part of our order					
The waiter admitted he forgot the sides on the order	The waiter admitted he forgot the sides on the order	the waiter| admitted| he forgot the sides on the order	he| forgot| the sides on the order						
We both opted for a pasta dish	We both opted for a pasta dish	we both| opted| for a pasta dish							
The pasta were served timely and fresh	The pasta were served timely and fresh	the pasta| were served| timely| and fresh							
The pasta was fresh	The pasta was fresh	the pasta| was| fresh							
 The pasta dishes were served timely	The pasta dishes were served timely	the pasta dishes| were served| timely							
 The pasta dishes were served fresh	The pasta dishes were served fresh	the pasta dishes| were served| fresh							
We opted for a pasta dish	We opted for a pasta dish	we| opted| for a pasta dish							
The dish was served timely	The dish was served timely	the dish| was served| timely							
The dish was served fresh	The dish was served fresh	the dish| was served| fresh							
We arrived late	We arrived late	we| arrived| late							
We cannot complain about the wait	We cannot complain about the wait	we| cannot complain| about the wait							
We did arrive late for our reservation	We did arrive late for our reservation	we| did arrive| late| for our reservation							
I cannot complain too much about the wait for a table	I cannot complain too much about the wait for a table	I| cannot complain| too much| about the wait for a table							
We were late	We were late	we| were| late							
 I can't complain	I can't complain	I| can't complain							
 We had to wait for a table	We had to wait for a table	we| had to wait| for a table							
The waiter was the same	The waiter was the same	the waiter| was| the same							
The service is spotty	The service is spotty	the service| is| spotty							
The luck was good	The luck was good	the luck| was| good							
We did have the same waiter the second time	We did have the same waiter the second time	we| did have| the same waiter| the second time							
Our luck is good	Our luck is good	our luck| is| good							
We had the same waiter the second time	We had the same waiter the second time	we| had| the same waiter| the second time							
The service might be spotty	The service might be spotty	the service| might be| spotty							
Poor service	Poor service	service| [is]| poor							
Poor management	Poor management	 management| [is]| poor							
There was poor service	There was poor service	there| was| poor service							
There was poor management	There was poor management	there| was| poor management							
We tipped	We tipped	we| tipped							
The waitress complained	The waitress complained	the waitress| complained							
The waitress wanted more	The waitress wanted more	the waitress| wanted| more							
We did tip	We did tip	we| did tip							
I guess the model wanted more	I guess the model wanted more	I| guess| the model wanted more	the model| wanted| more						
I guess the waitress wanted more	I guess the waitress wanted more	I| guess| the waitress wanted more	the waitress| wanted| more						
The model complained to the manager	The model complained to the manager	the model| complained| to the manager							
The waitress complained to the manager	The waitress complained to the manager	the waitress| complained| to the manager							
I guess the model/waitress just wanted more	I guess the model/waitress just wanted more	I| guess| the model/waitress just wanted more	the model| just wanted| more	the waitress| just wanted| more					
The model/waitress complained to the manager	The model/waitress complained to the manager	the model| complained| to the manager	the waitress| complained| to the manager						
I prefer to order it and pick it up	I prefer to order it and pick it up	I| prefer| to order it and pick it up							
I don't like the servers	I don't like the servers	I| don't like| the servers							
I don't like one young woman in particular	I don't like one young woman in particular	I| don't like| one young woman in particular							
I prefer to order it	I prefer to order it	I| prefer to order| it							
I prefer to pickt it up myself	I prefer to pickt it up myself	I| prefer to pickt it up| myself							
Because I don't like the servers	Because I don't like the servers	I| don't like| the servers| because							
I don't like the one young woman in particular	I don't like the one young woman in particular	I| don't like| the one young woman in particular							
I don't like one young woman server in particular	I don't like one young woman server in particular	I| don't like| one young woman server in particular							
We even had a visit from the Manager	We even had a visit from the Manager	we| even had a visit| from the Manager							
The Manager wanted to make sure we were enjoying ourselves	The Manager wanted to make sure we were enjoying ourselves	the Manager| wanted to make sure| we were enjoying ourselves	we| were enjoying ourselves						
We had a visit from the Manager	We had a visit from the Manager	we| had| a visit| from the Manager							
Getting waitress' attention was hard	Getting waitress' attention was hard	getting waitress' attention| was| hard							
We had to speak to a manager	We had to speak to a manager	we| had to speak| to a manager							
It was difficult to get the waitress' attention	It was difficult to get the waitress' attention	it| was| difficult| to get the waitress' attention	[subject missing]| get| the waitress' attention						
We went inside to speak to a manager	We went inside to speak to a manager	we| went| inside| to speak to a manager	[we]| speak| to a manager						
We had a very hard time getting the waitress' attention	We had a very hard time getting the waitress' attention	we| had a very hard time getting| the waitress' attention							
We finally had to get up	We finally had to get up	we| finally had to get up							
We went inside	We went inside	we| went| inside							
We spoke to a manager	We spoke to a manager	we| spoke| to a manager							
We have gone to dinner a few times	We have gone to dinner a few times	we| have gone| to dinner| a few times							
Dinner is great quality	Dinner is great quality	dinner| is| great quality							
Great service is given	Great service is given	great service| is given							
Great quality	Great quality	quality| [is]| great							
We have gone for dinner a few times	We have gone for dinner a few times	we| have gone| for dinner| a few times							
We have had great service	We have had great service	we| have had| great service							
Great quality is given	Great quality is given	great quality| is| given							
Friendly service	Friendly service	service| [is]| friendly							
 Fast service	Fast service	service| [is]| fast							
 Rapid service	Rapid service	service| [is]| rapid							
 Friendly service	Friendly service	service| [is]| friendly							
 Nice service	Nice service	service| [is]| nice							
 Respectful service	Respectful service	service| [is]| respectful							
Rao has the best service	Rao has the best service	Rao| has| the best service							
Rao has the best atomsphere	Rao has the best atomsphere	Rao| has| the best atomsphere							
Rao's has the best service in NYC	Rao's has the best service in NYC	Rao's| has| the best service in NYC							
Rao's has the best atmosphere in NYC	Rao's has the best atmosphere in NYC	Rao's| has| the best atmosphere in NYC							
We never got service	We never got service	we| never got| service							
We left	We left	we| left							
We left without ever getting service	We left without ever getting service	we| left| without ever getting service							
The chef presented me with steamed vegetables	The chef presented me with steamed vegetables	the chef| presented| me| with steamed vegetables							
The steamed vegetables did not have sauce	The steamed vegetables did not have sauce	the steamed vegetables| did not have| sauce							
The steamed vegetables did not have seasoning	The steamed vegetables did not have seasoning	the steamed vegetables| did not have| seasoning							
The steamed vegetables did not have any form of aesthetic presentation	The steamed vegetables did not have any form of aesthetic presentation	the steamed vegetables| did not have| any form of aesthetic presentation							
The chef did not prepare the vegetarian dish	The chef did not prepare the vegetarian dish	the chef| did not prepare| the vegetarian dish							
The chef presented me with a plate	The chef presented me with a plate	the chef| presented| me| with a plate							
It was of steamed vegetables	It was of steamed vegetables	it| was| of steamed vegetables							
It was rather than preparing a vegetarian dish	It was rather than preparing a vegetarian dish	it| was| rather than preparing a vegetarian dish							
It was minus sauce	It was minus sauce	it| was| minus sauce							
It was minus seasoning	It was minus seasoning	it| was| minus seasoning							
It was minus any aesthetic presentation	It was minus any aesthetic presentation	it| was| minus any aesthetic presentation							
It had steamed vegetables	It had steamed vegetables	it| had| steamed vegetables							
There was no sauce	There was no sauce	there| was| no sauce							
There was not seasoning	There was not seasoning	there| was| not seasoning							
There was no form	There was no form	there| was| no form							
There was no aesthetic presentation	There was no aesthetic presentation	there| was| no aesthetic presentation							
The chef did not prepare a vegetarian dish	The chef did not prepare a vegetarian dish	the chef| did not prepare| a vegetarian dish							
We were not served by close to 2 in the morning so we never ate	We were not served by close to 2 in the morning so we never ate	we| were not served| by close to 2 in the morning| so we never ate	we| never ate						
By close to 2 in the morning we never ate because we were not served and were too upset and tired to start eating	By close to 2 in the morning we never ate because we were not served and were too upset and tired to start eating	we| never ate| because we were not served and were too upset and tired to start eating| by close to 2 in the morning	we| were not served| and were too upset and tired to start eating	[we]| were| too upset and tired to start eating					
We were too tired and upset to start eating	We were too tired and upset to start eating	we| were| too tired and upset to start eating							
We never ate	We never ate	we| never ate							
By close to 2 in the morning, we were not served	By close to 2 in the morning, we were not served	we| were not served| by close to 2 in the morning							
We were too upset to start eating	We were too upset to start eating	we| were| too upset to start eating							
We were too tired to start eating	We were too tired to start eating	we| were| too tired to start eating							
By close to 2, we were not served	By close to 2, we were not served	we| were| not served| by close to 2							
We were upset	We were upset	we| were| upset							
We never had to wait more than 5 minutes	We never had to wait more than 5 minutes	we| never had to wait| more than 5 minutes							
We never had to wait more	We never had to wait more	we| never had to wait| more							
Never had to wait	Never had to wait	[dubject missing]| never had to wait							
We never wait more than 5 minutes	We never wait more than 5 minutes	we| never wait| more than 5 minutes							
We didn't need to wait more than 5 minutes	We didn't need to wait more than 5 minutes	we| didn't need to wait| more than 5 minutes							
We didn't require to wait more than 5 minutes	We didn't require to wait more than 5 minutes	we| didn't require to wait| more than 5 minutes							
The bartender rocks!	The bartender rocks!	the bartender| rocks							
The bartender, Raymond, rocks!	The bartender, Raymond, rocks!	the bartender Raymond| rocks							
Ray is the bartender	Ray is the bartender	Ray| is| the bartender							
 Ray mixes drinks	Ray mixes drinks	Ray| mixes| drinks							
 Ray is great	Ray is great	Ray| is| great							
 Ray is good	Ray is good	Ray| is| good							
 Ray is wonderful	Ray is wonderful	Ray| is| wonderful							
 Great is Ray	Great is Ray	Ray| is| great							
The bartender rocks	The bartender rocks	the bartender| rocks							
We paid a fixed price	We paid a fixed price	we| paid| a fixed price							
We got nothing!!	We got nothing!!	we| got| nothing							
We paid a price	We paid a price	we| paid| a price							
There are tons of restaurants in NY	There are tons of restaurants in NY	there| are| tons of restaurants| in NY							
The food was mediocre	The food was mediocre	the food| was| mediocre							
Rude service	Rude service	service| [is]| rude							
Mediocre food	Mediocre food	food| [is] mediocre							
Stay away from this restaurant	Stay away from this restaurant	[subject missing]| stay away| from this restaurant							
Service is rude	Service is rude	service| is| rude							
Food is medicore	Food is medicore	food| is| medicore							
Stay away from this one	Stay away from this one	[subject missing]| stay away| from this one							
We didn't feel like arguing any more	We didn't feel like arguing any more	we| didn't feel like| arguing| any more							
We didn't feel like arguing anymore	We didn't feel like arguing anymore	we| didn't feel like| arguing| anymore							
We paid because we didn't feel like arguing any more	We paid because we didn't feel like arguing any more	we| paid| because we didn't feel like arguing any more	we| didn't feel like| arguing| any more						
We left because we didn't feel like arguing any more	We left because we didn't feel like arguing any more	we| left| because we didn't feel like arguing any more	we| didn't feel like| arguing| any more						
We didn't feel like arguing any more so we paid and left	We didn't feel like arguing any more so we paid and left	we| didn't feel like| arguing| any more| so we paid and left	we| paid and left	[we]| left					
Seating is always prompt	Seating is always prompt	seating| is always| prompt							
The restaurant does fill up in the evening	The restaurant does fill up in the evening	the restaurant| does fill up| in the evening							
 The restaurant fills up in the evening	The restaurant fills up in the evening	the restaurant| fills up| in the evening							
We put in our order for 4 appetizers	We put in our order for 4 appetizers	we| put in| our order| for 4 appetizers							
The food didn't arrive until 45 minutes later	The food didn't arrive until 45 minutes later	the food| didn't arrive| until 45 minutes later							
The appetizers arrived with the main course	The appetizers arrived with the main course	the appetizers| arrived| with the main course							
We ordered	We ordered	we| ordered							
The food arrived late	The food arrived late	the food| arrived| late							
The Servers are all different	The Servers are all different	the servers| are| all different							
Servers are all different	Servers are all different	servers| are| all different							
Greg is my favorite server	Greg is my favorite server	Greg| is| my favorite server							
We had to wait for 30 minutes	We had to wait for 30 minutes	we| had to wait| for 30 minutes							
We put out name down	We put out name down	we| put| out name down							
There were open tables	There were open tables	there| were| open tables							
We were told that it'd be a 30 minute wait	We were told that it'd be a 30 minute wait	we| were told| that it'd be a 30 minute wait	it| 'd be| a 30 minute wait						
We were told that wait would be 30 minutes	We were told that wait would be 30 minutes	we| were told| that wait would be 30 minutes	wait| would be| 30 minutes						
We stood there for 10 minutes	We stood there for 10 minutes	we| stood| there| for 10 minutes							
Employees walked back and forth	Employees walked back and forth	employees| walked| back and forth							
Employees ignored us	Employees ignored us	employees| ignored| us							
The employees walked back and forth ignoring us	The employees walked back and forth ignoring us	the employees| walked| back and forth| ignoring us							
The employees ignored us	The employees ignored us	the employees| ignored| us							
We waited for an hour to be seated	We waited for an hour to be seated	we| waited| for an hour| to be seated							
We waited an hour	We waited an hour	we| waited| an hour							
We waited to be seated	We waited to be seated	we| waited| to be seated							
Service here was great	Service here was great	service| was| great| here							
Food was fantastic	Food was fantastic	food| was| fantastic							
We waited over 30 minutes for our drinks	We waited over 30 minutes for our drinks	we| waited| over 30 minutes| for our drinks							
We waited over 1 1/2 hours for our food	We waited over 1 1/2 hours for our food	we| waited| over 1 1/2 hours| for our food							
Then we waited over 1 1/2 hours for our food	Then we waited over 1 1/2 hours for our food	we| waited| over 1 1/2 hours| for our food| then							
We went around 9:30	We went around 9:30	we| went| around 9:30							
 We went on a Friday	We went on a Friday	we| went| on a Friday							
 It had died down a bit	It had died down a bit	it| had died down| a bit							
 The service was great!	The service was great!	the service| was| great							
Went went around 9:30 on Friday	Went went around 9:30 on Friday	[subject missing]| went went| around 9:30| on Friday							
It had died down a bit	It had died down a bit	it| had died down| a bit							
We went on a Friday	We went on a Friday	we| went| on a Friday							
The service was great!	The service was great!	the service| was| great							
It had died down by 9:30	It had died down by 9:30	it| had died down| by 9:30							
We went back to the restaurant	We went back to the restaurant	we| went| back to the restaurant							
We were low and behold when we went back	We were low and behold when we went back	we| were| low and behold| when we went back	we| went| back						
We were seated at one of the tables when we went back	We were seated at one of the tables when we went back	we| were seated| at one of the tables| when we went back	we| went| back						
The table was available 30 minutes ago	The table was available 30 minutes ago	the table| was| available| 30 minutes ago							
We were seated at one of the tables that was available 30 minutes ago!!	We were seated at one of the tables that was available 30 minutes ago!!	we| were seated| at one of the tables| that was available 30 minutes ago	[one of the tables]| was| available| 30 minutes ago						
The table was available	The table was available	the table| was| available							
We went to the restaurant	We went to the restaurant	we| went| to the restaurant							
We were charged full price	We were charged full price	we| were charged| full price							
The waiter greeted us promptly	The waiter greeted us promptly	the waiter| greeted| us| promptly							
The waiter was nice	The waiter was nice	the waiter| was| nice							
The waiter was cordial	The waiter was cordial	the waiter| was| cordial							
We were greeted promptly by the waiter	We were greeted promptly by the waiter	we| were greeted| promptly| by the waiter							
The waiter was very nice	The waiter was very nice	the waiter| was| very nice							
We were planning to get dessert	We were planning to get dessert	we| were planning to get| dessert							
The waitress basically through the bill at us	The waitress basically through the bill at us	the waitress| basically through| the bill| at us							
The waitress brought bill before we had a chance to order	The waitress brought bill before we had a chance to order	the waitress| brought| bill| before we had a chance to order	we| had a chance to order						
The waitress basically threw the bill at us	The waitress basically threw the bill at us	the waitress| basically threw| the bill| at us							
We didn't have a chance to order	We didn't have a chance to order	we| didn't have a chance to order							
The waitress threw the bill at us	The waitress threw the bill at us	the waitress| threw| the bill| at us							
We were seated outside	We were seated outside	we| were seated| outside							
The waiter spilled red wine on myself	The waiter spilled red wine on myself	the waiter| spilled| red wine| on myself							
The waiter spilled red wine on my date	The waiter spilled red wine on my date	the waiter| spilled| red wine| on my date							
The waiter spilled hot tea on myself	The waiter spilled hot tea on myself	the waiter| spilled| hot tea| on myself							
The waiter spilled hot tea on my date	The waiter spilled hot tea on my date	the waiter| spilled| hot tea| on my date							
The waiter spilled our drinks on us	The waiter spilled our drinks on us	the waiter| spilled| our drinks| on us							
The table was private	The table was private	the table| was| private							
The table was nice	The table was nice	the table| was| nice							
We were seated right away	We were seated right away	we| were seated| right away							
We were then charged for their most expensive sake	We were then charged for their most expensive sake	we| were then charged| for their most expensive sake							
It's $20 per serving	It's $20 per serving	it| 's| $20 per serving							
We drank a sake of less than half that price	We drank a sake of less than half that price	we| drank| a sake of less than half that price							
We were then charged for their most expensive sake ($20+ per serving)	We were then charged for their most expensive sake ($20+ per serving)	we| were then charged| for their most expensive sake ($20+ per serving)							
We in fact drank a sake of less than half that price	We in fact drank a sake of less than half that price	we| drank| a sake of less than half that price| in fact 							
We were charged $20+ per serving for their most expensive sake	We were charged $20+ per serving for their most expensive sake	we| were charged| $20+ per serving| for their most expensive sake							
 We drank a sake of less than half that price	We drank a sake of less than half that price	we| drank| a sake of less than half that price							
Service is average	Service is average	service| is| average							
Service is fast	Service is fast	service| is| fast							
The service is fast	The service is fast	the service| is| fast							
Service if fast	Service if fast	service| if| fast							
We were then shooed inside	We were then shooed inside	we| were then shooed| inside							
Never had a problem getting a table	Never had a problem getting a table	[subject missing]| never had a problem getting a table							
Never had a problem walking in	Never had a problem walking in	never had a problem walking in							
There's no wait when getting a table	There's no wait when getting a table	there| 's| no wait| when getting a table							
Never had a problem in getting a table	Never had a problem in getting a table	[subject missing]| never had a problem| in getting a table							
We were worried we would have trouble getting in	We were worried we would have trouble getting in	we| were| worried| we would have trouble getting in	we| would have trouble getting in						
Somehow we managed to have a short wait	Somehow we managed to have a short wait	we| managed to have| a short wait| somehow							
We somehow managed to have a short wait	We somehow managed to have a short wait	we| somehow managed to have| a short wait							
We were worried about getting in	We were worried about getting in	we| were| worried about getting in							
We had a short wait	We had a short wait	we| had| a short wait							
The four of us arrived at noon	The four of us arrived at noon	the four of us| arrived| at noon							
The place was empty	The place was empty	the place| was| empty							
The staff acted like we imposed on them	The staff acted like we imposed on them	the staff| acted| like we imposed on them	we| imposed| on them						
The staff was very rude	The staff was very rude	the staff| was| very rude							
We arrived at noon	We arrived at noon	we| arrived| at noon							
Staff was very rude	Staff was very rude	staff| was| very rude							
The staff was rude	The staff was rude	the staff| was| rude							
Service is not exactly five star	Service is not exactly five star	service| is not exactly| five star							
Service not being five star is not really a big deal	Service not being five star is not really a big deal	service not being five star| is not really| a big deal							
Service is not exactly a five star	Service is not exactly a five star	service| is not exactly| a five star							
That's not really a big deal	That's not really a big deal	that| 's not really| a big deal							
The service is not five star	The service is not five star	the service| is not| five star							
It is not a big deal	It is not a big deal	it| is not| a big deal							
We were seated slowly	We were seated slowly	we| were seated| slowly							
The staff did not notice us	The staff did not notice us	the staff| did not notice| us							
I guess it's hard to be seated	I guess it's hard to be seated	I| guess| it's hard to be seated	it| 's| hard to be seated						
one is invisible to the staff	one is invisible to the staff	one| is| invisible| to the staff							
It's hard to be seated	It's hard to be seated	it| 's| hard to be seated							
One would expect poor service from this joint	One would expect poor service from this joint	one| would expect| poor service| from this joint							
This joint is not in a high priced category	This joint is not in a high priced category	this joint| is not| in a high priced category							
Service is not what one would expect	Service is not what one would expect	service| is not| what one would expect	one| would expect						
Service is not what one would expect from a joint in this price category	Service is not what one would expect from a joint in this price category	service| is not| what one would expect from a joint in this price category	one| would expect| from a joint in this price category						
Service is not what you are coming here for	Service is not what you are coming here for	service| is not| what you are coming here for	you| are coming| here						
The service is not why you are here	The service is not why you are here	the service| is not| why you are here	you| are| here						
You are not here for the service	You are not here for the service	you| are not here| for the service							
Service is top notch	Service is top notch	service| is| top notch							
Service was not the friendliest	Service was not the friendliest	service| was not| the friendliest							
Service not the friendliest to our	Service not the friendliest to our	service| [is] not| the friendliest to our							
Service, not the friendliest	Service, not the friendliest	service| [is] not| the friendliest							
Service is ok	Service is ok	service| is| ok							
Service is unfriendly	Service is unfriendly	service| is| unfriendly							
Bathroom is filthy	Bathroom is filthy	bathroom| is| filthy							
Service ok	Service ok	service| [is]| ok							
Filthy bathroom	Filthy bathroom	bathroom| [is]| filthy							
The service is unfriendly	The service is unfriendly	the service| is| unfriendly							
The bathroom is filthy	The bathroom is filthy	the bathroom| is| filthy							
Service was horrible	Service was horrible	service| was| horrible							
The ambience is not that great	The ambience is not that great	the ambience| is not| that great							
 The ambience is not great	The ambience is not great	the ambience| is not| great							
The ambiance is not great	The ambiance is not great	the ambiance| is not| great							
Service was also very good	Service was also very good	service| was also| very good							
Very good service	Very good service	service| [is]| very good							
Service was good also	Service was good also	service| was| good| also							
Service was decent	Service was decent	service| was| decent							
The service was decent	The service was decent	the service| was| decent							
We had decent service	We had decent service	we| had| decent service							
