They will call you up on your cellphone	They will call you up on your cellphone	they| will call up| you| on your cellphone							
You can hangout somewhere else	You can hangout somewhere else	you| can hangout| somewhere else							
Hurley's is like Cheers	Hurley's is like Cheers	Hurley's| is| like Cheers							
Everyone knows your name	Everyone knows your name	everyone| knows| your name							
They are glad you came	They are glad you came	they| are| glad you came							
Hurley's is where everyone knows your name	Hurley's is where everyone knows your name	Hurley's| is| where everyone knows your name							
Hurley's is where they are actually glad you came	Hurley's is where they are actually glad you came	Hurley's| is| where they are actually glad you came							
They are ACTUALLY glad you came	They are ACTUALLY glad you came	They| are| ACTUALLY glad you came							
I am relatively new to the area	I am relatively new to the area	I| am| relatively new to the area							
I tried Pick a bgel on 2nd	I tried Pick a bgel on 2nd	I| tried| Pick a bgel on 2nd							
I was disappointed with the service	I was disappointed with the service	I| was disappointed| with the service							
I thought the food was overrated	I thought the food was overrated	I| thought| the food was overrated							
I thought the food was on the pricey side	I thought the food was on the pricey side	I| thought| the food was on the pricey side							
I tried Pick a Bagel	I tried Pick a Bagel	I| tried| Pick a Bagel							
Pick a Bagel is on 2nd	Pick a Bagel is on 2nd	Pick a Bagel| is| on 2nd							
I am new to the area	I am new to the area	I| am| new to the area							
The food was overrated	The food was overrated	the food| was overrated							
The staff offers impeccable service	The staff offers impeccable service	the staff| offers| impeccable service							
The staff offers service	The staff offers service	the staff| offers| service							
The service is impeccable	The service is impeccable	the service| is| impeccable							
I appreciate their delivery too	I appreciate their delivery too	I| appreciate| their delivery| too							
I appreciate their delivery	I appreciate their delivery	I| appreciate| their delivery							
The staff there is very attentive	The staff there is very attentive	the staff there| is| very attentive							
The staff there is down to earth	The staff there is down to earth	the staff there| is| down to earth							
The staff is very attentive	The staff is very attentive	the staff| is| very attentive							
The staff is down to earth	The staff is down to earth	the staff| is| down to earth							
I asked for a menu	I asked for a menu	I| asked| for a menu							
The waitress looked at me like I was insane	The waitress looked at me like I was insane	the waitress| looked| at me like I was insane							
Waitress looked at my menu	Waitress looked at my menu	waitress| looked| at my menu							
I was insane	I was insane	I| was| insane							
Menu I asked for	Menu I asked for	I| asked for| menu							
I asked for a sandwich	I asked for a sandwich	I| asked for| a sandwich							
The manager told me to take my business elsewhere	The manager told me to take my business elsewhere	the manager| told| me| to take my business elsewhere							
I requested an open faced cheese sandwich	I requested an open faced cheese sandwich	I| requested| an open faced cheese sandwich							
The manager spoke to me	The manager spoke to me	the manager| spoke| to me							
The manager told me to take my business elsewhere!	The manager told me to take my business elsewhere!	the manager| told| me| to take my business elsewhere							
I asked for an open faced cheese sandwich	I asked for an open faced cheese sandwich	I| asked for| an open faced cheese sandwich							
The staff was accommodating	The staff was accommodating	the staff| was| accommodating							
The food was absolutely delicious	The food was absolutely delicious	the food| was| absolutely delicious							
The place is lovely	The place is lovely	the place| is| lovely							
The staff was really friendly	The staff was really friendly	the staff| was| really friendly							
I can't believe that it was	I can't believe that it was	I| can't believe| that it was							
 Please put the bag down before delivering food!	Please put the bag down before delivering food!	[subject missing]| put| the bag down| before delivering food| please							
I can't believe that it was, but please put the bag down before delivering food!	I can't believe that it was, but please put the bag down before delivering food!	I| can't believe| that it was| but please put the bag down before delivering food	[subject missing]| put| the bag down| before delivering food| please						
I can't believe	I can't believe	I| can't believe							
Put the bag down	Put the bag down	[subject missing]| put| the bag down							
The staff was friendly	The staff was friendly	the staff| was| friendly							
Stafff like never seen in New York	Stafff like never seen in New York	stafff like| never seen| in New York							
The staff was the friendliest	The staff was the friendliest	the staff| was| the friendliest							
The staff was the friendliest that have seen in New York	The staff was the friendliest that have seen in New York	the staff| was| the friendliest that have seen in New York							
I cannot imagine a friendlier staff	I cannot imagine a friendlier staff	I| cannot imagine| a friendlier staff							
The staff are in the restaurant	The staff are in the restaurant	the staff| are| in the restaurant							
The staff are working	The staff are working	the staff| are working							
I cannot imagine a friendlier staff working in a restaurant	I cannot imagine a friendlier staff working in a restaurant	I| cannot imagine| a friendlier staff working in a restaurant							
The staff working was very friendly	The staff working was very friendly	the staff working| was| very friendly							
I complained to the manager	I complained to the manager	I| complained| to the manager							
He was not even apologetic	He was not even apologetic	he| was not| even apologetic							
The manager was not even apologetic	The manager was not even apologetic	the manager| was not| even apologetic							
the staff was courteous	the staff was courteous	the staff| was| courteous							
The staff was very nice	The staff was very nice	the staff| was| very nice							
The staff was Chinese	The staff was Chinese	the staff| was| Chinese							
The staff was obviously chinese	The staff was obviously chinese	the staff| was| obviously chinese							
The svc can be a bit rude at times	The svc can be a bit rude at times	the svc| can be| a bit rude at times							
The svc can be a bit rude at times, especially if you have a big group	The svc can be a bit rude at times, especially if you have a big group	the svc| can be| a bit rude at times| especially if you have a big group							
The svc can be a bit rude at times, but the overall restaurant is a must	The svc can be a bit rude at times, but the overall restaurant is a must	the svc| can be| a bit rude at times| but the overall restaurant is a must	the overall restaurant| is| a must						
The restaurant is a must	The restaurant is a must	the restaurant| is| a must							
The SVC can be rude	The SVC can be rude	the SVC| can be| rude							
The SVC is especially rude if you have a big group	The SVC is especially rude if you have a big group	the SVC| is| especially rude| if you have a big group							
The SVC restaurant is a must!	The SVC restaurant is a must!	the SVC restaurant| is| a must							
The svc can be a bit rude at times, esp if you have big group	The svc can be a bit rude at times, esp if you have big group	the svc| can be| a bit rude at times| esp if you have big group							
the restaurant is a must!	the restaurant is a must!	the restaurant| is| a must							
She reached over the plate	She reached over the plate	she| reached| over the plate							
My friend was in mid bite	My friend was in mid bite	my friend| was| in mid bite							
She cleared the table	She cleared the table	she| cleared| the table							
I couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table	I couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table	I| couldn't ignore| that she reach over the plate of one of my friends, who was in mid bite, to clear the table	she| reach over| the plate of one of my friends who was in mid bite| to clear the table						
She reached over my friends plate	She reached over my friends plate	she| reached| over my friends plate							
My friend was mid bite when she did this	My friend was mid bite when she did this	my friend| was| mid bite| when she did this							
She was clearing the table	She was clearing the table	she| was clearing| the table							
The restaurant is expensive	The restaurant is expensive	the restaurant| is| expensive							
That was a huge turnoff (more than the price)	That was a huge turnoff (more than the price)	that| was| a huge turnoff (more than the price)							
I don't appreciate places or people that try to drive up the bill without the patron's knowledge	I don't appreciate places or people that try to drive up the bill without the patron's knowledge	I| don't appreciate| places that try to drive up the bill without the patron's knowledge	I| don't appreciate| people that try to drive up the bill without the patron's knowledge						
The place drived up the bill	The place drived up the bill	the place| drived up| the bill							
The takeout is great	The takeout is great	the takeout| is| great							
They give high quality tupperware	They give high quality tupperware	they| give| high quality tupperware							
they give Tupperware	they give Tupperware	they| give| Tupperware							
the Tupperware is high quality	the Tupperware is high quality	the Tupperware| is| high quality							
I go out to eat	I go out to eat	I| go out| to eat							
I like my courses	I like my courses	I| like| my courses							
The servers are patient	The servers are patient	the servers| are| patient							
The servers never rush courses	The servers never rush courses	the servers| never rush| courses							
The servers never force another drink	The servers never force another drink	the servers| never force| another drink							
Servers are patient	Servers are patient	servers| are| patient							
Servers don't rush courses	Servers don't rush courses	servers| don't rush| courses							
Servers don't force another drink	Servers don't force another drink	servers| don't force| another drink							
The three of us standing	The three of us standing	the three of us| standing							
Should have been an indication	Should have been an indication	[subject missing]| should have been| an indication							
I was standing there	I was standing there	I| was standing| there							
She was standing there	She was standing there	she| was standing| there							
There were 3 of us	There were 3 of us	there| were| 3 of us							
There were three of us standing	There were three of us standing	there| were| three of us standing							
We were standing in front of her	We were standing in front of her	we| were standing| in front of her							
That should have been an indication of how many of us there were	That should have been an indication of how many of us there were	that| should have been| an indication of how many of us there were							
I had a huge group for my birthday	I had a huge group for my birthday	I| had| a huge group for my birthday							
My group was huge for my birthday	My group was huge for my birthday	my group| was huge| for my birthday							
We were well taken care of	We were well taken care of	we| were| well taken care of							
We were taken care of well	We were taken care of well	we| were| taken care of well							
The wait here is long for dim sum	The wait here is long for dim sum	the wait| is| long| for dim sum| here							
This is a sleek (for Chinatown) alternative	This is a sleek (for Chinatown) alternative	this| is| a sleek (for Chinatown) alternative							
It is if you don't like sharing tables	It is if you don't like sharing tables	it| is| if you don't like sharing tables	you| don't like| sharing tables						
It is if the typical raucous dim sum atmosphere is not your gig	It is if the typical raucous dim sum atmosphere is not your gig	it| is| if the typical raucous dim sum atmosphere is not your gig	the typical raucous dim sum atmosphere| is not| your gig						
The wait for dim sum is long	The wait for dim sum is long	the wait for dim sum| is| long							
If you don't like sharing tables dim sum is not your gig	If you don't like sharing tables dim sum is not your gig	dim sum| is not| your gig| if you don't like sharing tables	you| don't like| sharing tables						
If you don't like the raucous atmosphere of dim sum it is not your gig	If you don't like the raucous atmosphere of dim sum it is not your gig	it| is not| your gig| if you don't like the raucous atmosphere of dim sum	you| don't like| the raucous atmosphere of dim sum						
This is a sleek alternative	This is a sleek alternative	this| is| a sleek alternative							
The wait is long for dim sum	The wait is long for dim sum	the wait| is| long for dim sum							
This is not for you if you don't like sharing tables	This is not for you if you don't like sharing tables	this| is not| for you| if you don't like sharing tables	you| don't like| sharing tables						
This is not for you if you don't like typical raucous dim sum atmosphere	This is not for you if you don't like typical raucous dim sum atmosphere	this| is not| for you| if you don't like typical raucous dim sum atmosphere	you| don't like| typical raucous dim sum atmosphere						
This is in chinatown	This is in chinatown	this| is| in chinatown							
I had to ask her three times	I had to ask her three times	I| had| to ask her three times							
she finally came back with the dish Ive requested	she finally came back with the dish Ive requested	she| finally came back| with the dish Ive requested							
I asked her three times	I asked her three times	I| asked| her three times							
She came back with the dish	She came back with the dish	she| came back| with the dish							
I had to ask her three times before she finally came back	I had to ask her three times before she finally came back	I| had| to ask her three times| before she finally came back	she| finally came back						
I requested a dish	I requested a dish	I| requested| a dish							
She came back with my dish	She came back with my dish	she| came back| with my dish							
I have a bit of self-respect	I have a bit of self-respect	I| have| a bit of self-respect							
I have a policy	I have a policy	I| have| a policy							
It goes along with a little bit of self respect	It goes along with a little bit of self respect	it| goes along| with a little bit of self respect							
It includes not letting a waiter intimidate me	It includes not letting a waiter intimidate me	it| includes| not letting a waiter intimidate me							
I don't feel bad for asking for trivialities	I don't feel bad for asking for trivialities	I| don't feel| bad| for asking for trivialities							
I don't feel bad for asking for water	I don't feel bad for asking for water	I| don't feel| bad| for asking for water							
I don't feel bad for asking for the check	I don't feel bad for asking for the check	I| don't feel| bad| for asking for the check							
I have a policy with a bit of self-respect	I have a policy with a bit of self-respect	I| have| a policy with a bit of self-respect							
I do not let the waiter intimidates me	I do not let the waiter intimidates me	I| do not let| the waiter intimidates me							
The wait staff is gorgeous	The wait staff is gorgeous	the wait staff| is| gorgeous							
The wait staif is not cuter than me	The wait staif is not cuter than me	the wait staif| is not| cuter than me							
The wait staff is pleasant	The wait staff is pleasant	the wait staff| is| pleasant							
The wait staff is fun	The wait staff is fun	the wait staff| is| fun							
The wait staff is for the most part gorgeous	The wait staff is for the most part gorgeous	the wait staff| is| for the most part gorgeous							
I have been coming here for years	I have been coming here for years	I| have been coming| here| for years							
I have nothing but good things to say about the staff	I have nothing but good things to say about the staff	I| have| nothing but good things to say about the staff							
I have nothing but good things to say about the service	I have nothing but good things to say about the service	I| have| nothing but good things to say about the service							
I have nothing but good things to say about the great staff	I have nothing but good things to say about the great staff	I| have| nothing but good things to say about the great staff							
I have nothing but good things to say about the great staff at La Lanterna	I have nothing but good things to say about the great staff at La Lanterna	I| have| nothing but good things to say about the great staff at La Lanterna							
I have tried to make reservations	I have tried to make reservations	I| have tried| to make reservations							
Both times the hostess didn't have my name	Both times the hostess didn't have my name	the hostess| didn't have| my name| both times							
I have tried to make reservations twice	I have tried to make reservations twice	I| have tried| to make reservations| twice							
The hostess didn't have my name	The hostess didn't have my name	the hostess| didn't have| my name							
I tried for reservations	I tried for reservations	I| tried| for reservations							
My name was not on hostess	My name was not on hostess	my name| was not| on hostess							
The wait staff is very courteous	The wait staff is very courteous	the wait staff| is| very courteous							
The wait staff is very accommodating	The wait staff is very accommodating	the wait staff| is| very accommodating							
The wait staff is very accomodating	The wait staff is very accomodating	the wait staff| is| very accomodating							
The wait staff is friendly	The wait staff is friendly	the wait staff| is| friendly							
Feels like you're eating in a European town	Feels like you're eating in a European town	[subject missing]| feels| like you're eating in a European town							
The wait staff is very friendly	The wait staff is very friendly	the wait staff| is| very friendly							
The wait staff make it feel like you're eating in a friendly town	The wait staff make it feel like you're eating in a friendly town	the wait staff| make| it feel like you're eating in a friendly town							
The wait staff make it feel like you're eating in a little town	The wait staff make it feel like you're eating in a little town	the wait staff| make| it feel like you're eating in a little town							
The wait staff make it feel like you're eating in a European town	The wait staff make it feel like you're eating in a European town	the wait staff| make| it feel like you're eating in a European town							
you were too busy showing off your vintage tee shirt	you were too busy showing off your vintage tee shirt	you| were| too busy showing off your vintage tee shirt							
you were too busy looking bored	you were too busy looking bored	you| were| too busy looking bored							
i'm here to eat	i'm here to eat	i| 'm| here| to eat							
i'm here to enjoy the company of friends	i'm here to enjoy the company of friends	i| 'm| here| to enjoy the company of friends							
I know you were too busy	I know you were too busy	I| know| you were too busy							
You were showing off your vintage tee shirt	You were showing off your vintage tee shirt	you| were showing off| your vintage tee shirt							
You were looking bored	You were looking bored	you| were| looking bored							
I am seeking a pleasant experience	I am seeking a pleasant experience	I| am seeking| a pleasant experience							
My agenda is to eat	My agenda is to eat	my agenda| is| to eat							
My agenda is to enjoy the company of friends	My agenda is to enjoy the company of friends	my agenda| is| to enjoy the company of friends							
My agenda is seeking a pleasant experience	My agenda is seeking a pleasant experience	my agenda| is| seeking a pleasant experience							
My agenda is that I'm here to eat	My agenda is that I'm here to eat	my agenda| is| that I'm here to eat	I| 'm| here| to eat						
My agenda is that I'm here to enjoy the company of friends	My agenda is that I'm here to enjoy the company of friends	my agenda| is| that I'm here to enjoy the company of friends	I| 'm| here| to enjoy the company of friends						
I'm seeking a pleasant experience	I'm seeking a pleasant experience	I| 'm seeking| a pleasant experience							
The people are evil	The people are evil	the people| are| evil							
The people are incompetent	The people are incompetent	the people| are| incompetent							
I had the same expirience	I had the same expirience	I| had| the same expirience							
I like Cafe Noir	I like Cafe Noir	I| like| Cafe Noir							
People who work there are evil	People who work there are evil	people who work there| are| evil							
People who work there are incompetent	People who work there are incompetent	people who work there| are| incompetent							
The waiter delivered our food	The waiter delivered our food	the waiter| delivered| our food							
The waiter was holding a bag	The waiter was holding a bag	the waiter| was holding| a bag							
The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand	The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand	the waiter| delivered| our food| while holding what appeared to be a plastic bag of garbage in one hand							
The waiter delivered out food	The waiter delivered out food	the waiter| delivered out| food							
The waiter was holding what appeared to be a plastic bag	The waiter was holding what appeared to be a plastic bag	the waiter| was holding| what appeared to be a plastic bag							
There was garbage in the plastic bag	There was garbage in the plastic bag	there| was| garbage in the plastic bag							
The waiter was holding the bag in one hand	The waiter was holding the bag in one hand	the waiter| was holding| the bag in one hand							
Received prompt service	Received prompt service	[subject missing]| received| prompt service							
received service with a smile	received service with a smile	[subject missing]| received| service with a smile							
I received service with a smile	I received service with a smile	I| received| service with a smile							
I recieved prompt service	I recieved prompt service	I| recieved| prompt service							
The waiter was a bit unfriendly	The waiter was a bit unfriendly	the waiter| was| a bit unfriendly							
Restaurant gave the feeling of crowdiness	Restaurant gave the feeling of crowdiness	restaurant| gave| the feeling of crowdiness							
The waiter was unfriendly	The waiter was unfriendly	the waiter| was| unfriendly							
The restaurant was crowded	The restaurant was crowded	the restaurant| was| crowded							
The restaurant felt crowded	The restaurant felt crowded	the restaurant| felt| crowded							
I showed it to the manager	I showed it to the manager	I| showed| it| to the manager							
He smilingly apologized	He smilingly apologized	he| smilingly apologized							
He brought us two free desserts	He brought us two free desserts	he| brought| us| two free desserts							
He did not ask us what we wanted	He did not ask us what we wanted	he| did not ask| us| what we wanted							
So he brought the last two desserts we would have asked for	So he brought the last two desserts we would have asked for	he| brought| the last two desserts we would have asked for| so							
The manager smilingly apologized	The manager smilingly apologized	the manager| smilingly apologized							
The manager brought us two free desserts	The manager brought us two free desserts	the manager| brought| us| two free desserts							
The manager did not ask what we wanted	The manager did not ask what we wanted	the manager| did not ask| what we wanted							
The manager brought desserts we would not have asked for	The manager brought desserts we would not have asked for	the manager| brought| desserts we would not have asked for							
The manager apologized	The manager apologized	the manager| apologized							
He did not ask what we wanted	He did not ask what we wanted	he| did not ask| what we wanted							
The desserts were the last ones we would have picked	The desserts were the last ones we would have picked	the desserts| were| the last ones we would have picked							
The waiter was attentive	The waiter was attentive	the waiter| was| attentive							
The view was great	The view was great	the view| was| great							
The views of the city were great	The views of the city were great	the views of the city| were| great							
Food was delicious	Food was delicious	food| was| delicious							
Views of the city was great	Views of the city was great	views of the city| was| great							
The waiters are very experienced	The waiters are very experienced	the waiters| are| very experienced							
The waiters are helpful	The waiters are helpful	the waiters| are| helpful							
The waiters pair drink choices to food tastes	The waiters pair drink choices to food tastes	the waiters| pair| drink choices| to food tastes							
The waiters are very helpful	The waiters are very helpful	the waiters| are| very helpful							
They can pair your drink choice to your food tastes	They can pair your drink choice to your food tastes	they| can pair| your drink choice| to your food tastes							
They can pair your food tastes to your drink choice	They can pair your food tastes to your drink choice	they| can pair| your food tastes| to your drink choice							
The waiters are helpful with pairing your drink choice to your food tastes	The waiters are helpful with pairing your drink choice to your food tastes	the waiters| are| helpful with pairing your drink choice| to your food tastes							
The waitress came to check in on us every few minutes	The waitress came to check in on us every few minutes	the waitress| came| to check in on us| every few minutes							
The waitress began to clear our plates	The waitress began to clear our plates	the waitress| began| to clear our plates							
Half of us were still eating	Half of us were still eating	half of us| were| still eating							
Its a big pet peeve	Its a big pet peeve	it| s| a big pet peeve							
It happens everywhere so I ignore it	It happens everywhere so I ignore it	it| happens| everywhere| so I ignore it	I| ignore| it						
The waitress began to clear the plates	The waitress began to clear the plates	the waitress| began| to clear the plates							
I try to ignore it	I try to ignore it	I| try| to ignore it							
The waitress checked on us	The waitress checked on us	the waitress| checked| on us							
The waitress cleared plates	The waitress cleared plates	The waitress| cleared| plates							
We were still eating	We were still eating	we| were| still eating							
I waited	I waited	I| waited							
I ordered a beer	I ordered a beer	I| ordered| a beer							
I was never served again	I was never served again	I| was never served| again							
I waited for 10-15 minutes for service	I waited for 10-15 minutes for service	I| waited| for 10-15 minutes| for service							
Service took 10-15 minutes	Service took 10-15 minutes	service| took| 10-15 minutes							
The waitress moved our table	The waitress moved our table	the waitress| moved| our table							
We asked to cancel our dinner	We asked to cancel our dinner	we| asked| to cancel our dinner							
We were told no	We were told no	we| were told| no							
She moved it practically into the bathroom	She moved it practically into the bathroom	she| moved| it practically into the bathroom							
We couldn't cancel our dinner orders	We couldn't cancel our dinner orders	we| couldn't cancel| our dinner orders							
Our table was moved practically into the bathroom	Our table was moved practically into the bathroom	our table| was moved| practically into the bathroom							
We asked to cancel our dinner orders	We asked to cancel our dinner orders	we| asked| to cancel our dinner orders							
We did not want to eat sitting on the toilet	We did not want to eat sitting on the toilet	we| did not want| to eat sitting on the toilet							
The waitress was not attentive	The waitress was not attentive	the waitress| was not| attentive							
The waitress was not attentive at all	The waitress was not attentive at all	the waitres|s was not| attentive at all							
The waitress was very patient	The waitress was very patient	the waitress| was| very patient							
The food is phenomenal	The food is phenomenal	the food| is| phenomenal							
The waitress was very patient with us	The waitress was very patient with us	the waitress| was| very patient with us							
I was almost amused	I was almost amused	I| was| almost amused							
She was turning away customers at 9pm on a Friday night	She was turning away customers at 9pm on a Friday night	she| was turning away| customers| at 9pm on a Friday night							
She turned away customers	She turned away customers	she| turned away| customers							
A few weeks back I was here and we had the worst customer service experience ever at a restaurant	A few weeks back I was here and we had the worst customer service experience ever at a restaurant	I| was| here| a few weeks back	we| had| the worst customer service experience ever at a restaurant						
I was here few weeks back at the restaurant	I was here few weeks back at the restaurant	I| was| here| few weeks back| at the restaurant							
I had the worst customer service experience	I had the worst customer service experience	I| had| the worst customer service experience							
I was here a few weeks back	I was here a few weeks back	I| was| here a few weeks back							
We had the worst customer service at restaurant	We had the worst customer service at restaurant	we| had| the worst customer service| at restaurant							
The waitress seemed to be concerned with looking good	The waitress seemed to be concerned with looking good	the waitress| seemed| to be concerned with looking good							
The waitress did not seem concerned about actually waitressing	The waitress did not seem concerned about actually waitressing	the waitress| did not seem concerned| about actually waitressing							
The waitress was more concerned with looking good	The waitress was more concerned with looking good	the waitress| was more concerned| with looking good							
The waitress wasn't concerned with waitressing	The waitress wasn't concerned with waitressing	the waitress| wasn't concerned| with waitressing							
The waitress was concerned of looking good	The waitress was concerned of looking good	the waitress| was concerned| of looking good							
The waitress was not concerned of actually waitressing	The waitress was not concerned of actually waitressing	the waitress| was not concerned| of actually waitressing							
I was shocked that my friends wanted to stay after the waitress said,	I was shocked that my friends wanted to stay after the waitress said,	I| was shocked |that my friends wanted to stay after the waitress said							
My friends wanted to stay after the waitress said	My friends wanted to stay after the waitress said	my friends| wanted| to stay after the waitress said							
There were waitstaffs	There were waitstaffs	there| were| waitstaffs							
They were nice	They were nice	they| were| nice							
the waitstaffs are nice though	the waitstaffs are nice though	the waitstaffs| are| nice| though							
The waitstaff is nice	The waitstaff is nice	the waitstaff| is| nice							
I was there for brunch	I was there for brunch	I| was| there for brunch							
We were tag teamed by a waitress and a waiter	We were tag teamed by a waitress and a waiter	we| were| tag teamed by a waitress and a waiter							
We were tag teamed	We were tag teamed	we| were| tag teamed							
I was there for brunch recently	I was there for brunch recently	I| was| there for brunch recently							
I wasn't thrilled	I wasn't thrilled	I| wasn't| thrilled							
I have to wait on line for thirty minutes	I have to wait on line for thirty minutes	I| have| to wait on line for thirty minutes							
That's the price you pay for a popular place	That's the price you pay for a popular place	that| 's| the price you pay for a popular place							
Wasn't thrilled to wait on line for thirty minutes	Wasn't thrilled to wait on line for thirty minutes	[subject missing]| wasn't thrilled| to wait on line for thirty minutes							
Price you pay for a popular place	Price you pay for a popular place	price you pay for a popular place| is							
I waited for thirty minuted	I waited for thirty minuted	I| waited| for thirty minuted							
The whole set up is unprofessional	The whole set up is unprofessional	the whole set up| is| unprofessional							
I wish Cafe Noir would get good staff	I wish Cafe Noir would get good staff	I| wish| Cafe Noir would get good staff	Cafe Noir| would get| good staff						
Despite the current one, this is a great place	Despite the current one, this is a great place	this| is| a great place| despite the current one							
The set up is unprofessional	The set up is unprofessional	the set up| is| unprofessional							
This is a great place	This is a great place	this| is| a great place							
The whole set up is truly unprofessional	The whole set up is truly unprofessional	The whole set up| is| truly unprofessional							
I wish Cafe Noir would get some good staff	I wish Cafe Noir would get some good staff	I| wish| Cafe Noir would get some good staff	Cafe Noir| would get| some good staff						
Despite the current one this is a great place	Despite the current one this is a great place	this| is| a great place| despite the current one							
Then, to top things off, she dropped used silverware on my boyfriend's jacket	Then, to top things off, she dropped used silverware on my boyfriend's jacket	she| dropped| used silverware| on my boyfriend's jacket| then| to top things off|							
She did not stop to apologize	She did not stop to apologize	she| did not stop| to apologize							
She did not stop to clean the mess that was left on clothes	She did not stop to clean the mess that was left on clothes	she| did not stop| to clean the mess that was left on clothes							
She dropped used silverware on my boyfriend's jacket	She dropped used silverware on my boyfriend's jacket	she| dropped| used silverware| on my boyfriend's jacket							
She did not clean the mess that was on clothes	She did not clean the mess that was on clothes	she| did not clean| the mess that was on clothes							
she dropped silverware	she dropped silverware	she| dropped| silverware							
the silverware was used	the silverware was used	the silverware| was| used							
she did not apologize	she did not apologize	she| did not apologize							
she did not clean the mess	she did not clean the mess	she| did not clean| the mess							
I'd be horrified	I'd be horrified	I| 'd be horrified							
The staff were turning away customers	The staff were turning away customers	the staff| were turning away| customers							
I'd be horrified if my staff were turning away customers so early	I'd be horrified if my staff were turning away customers so early	I| 'd be horrified| if my staff were turning away customers so early	my staff| were turning away| customers| so early						
I'd be horrified if my staff were turning away customers so rudely	I'd be horrified if my staff were turning away customers so rudely	I| 'd be horrified| if my staff were turning away customers so rudely	my staff| were turning away| customers| so rudely						
There are many occasions when we have not gotten some side dishes that we have ordered	There are many occasions when we have not gotten some side dishes that we have ordered	there| are| many occasions when we have not gotten some side dishes that we have ordered	we| have not gotten| some side dishes that we have ordered	we| have ordered| some side dishes					
There have been several occasions	There have been several occasions	there| have been| several occasions							
We have not gotten some side dishes	We have not gotten some side dishes	we| have not gotten| some side dishes							
We did not get the side dishes we ordered	We did not get the side dishes we ordered	we| did not get| the side dishes we ordered							
Ordering in can be negative	Ordering in can be negative	ordering in| can be| negative							
Delivery workers aren't friendly	Delivery workers aren't friendly	delivery workers| aren't| friendly							
There is a downside if you're ordering in	There is a downside if you're ordering in	there| is| a downside| if you're ordering in							
The delivery guys have MAJOR attitude	The delivery guys have MAJOR attitude	the delivery guys| have| MAJOR attitude							
The delivery guys have attitude	The delivery guys have attitude	the delivery guys| have| attitude							
I'm a friendly person	I'm a friendly person	I| 'm| a friendly person							
I would not mind had she not been so nasty	I would not mind had she not been so nasty	I| would not mind| had she not been so nasty	she| had not been| so nasty						
I would not mind had she not gotten so personal	I would not mind had she not gotten so personal	I| would not mind| had she not gotten so personal	she| had not gotten| so personal						
I wouldn't mind if she hadn't been so nasty	I wouldn't mind if she hadn't been so nasty	I| wouldn't mind| if she hadn't been so nasty	she| hadn't been| so nasty						
I wouldn't mind if she hadn't gotten so personal	I wouldn't mind if she hadn't gotten so personal	I| wouldn't mind| if she hadn't gotten so personal	she| hadn't gotten| so personal						
I wouldn't have minded if she hadn't gotten so nasty and personal	I wouldn't have minded if she hadn't gotten so nasty and personal	I| wouldn't have minded| if she hadn't gotten so nasty and personal	she| hadn't gotten| so nasty	she| hadn't gotten| so personal					
There is no excuse for the service	There is no excuse for the service	there| is| no excuse for the service							
The service was lousy	The service was lousy	the service| was| lousy							
The service is lousy	The service is lousy	the service| is| lousy							
There is no excuse	There is no excuse	there| is| no excuse							
There is no excuse for such lousy service!	There is no excuse for such lousy service!	there| is| no excuse for such lousy service							
The cooks are friendly	The cooks are friendly	the cooks| are| friendly							
You can sit at the bar	You can sit at the bar	you| can sit| at the bar							
If you sit at the bar, the cooks are friendly also	If you sit at the bar, the cooks are friendly also	the cooks| are| friendly| also							
There is no way it justifies the accolades it receives	There is no way it justifies the accolades it receives	there| is| no way it justifies the accolades it receives							
There is no way it justifies the attitude of the staff	There is no way it justifies the attitude of the staff	there| is| no way it justifies the attitude of the staff							
There is no way it justifiesthe wait for a table	There is no way it justifiesthe wait for a table	there| is| no way it justifies the wait for a table							
There is no way it justifies the wait for a table	There is no way it justifies the wait for a table	there| is| no way it justifies the wait for a table							
There is no way it justifies the accolades	There is no way it justifies the accolades	there| is| no way it justifies the accolades							
The attitude of the staff	The attitude of the staff	the attitude of the staff| [is]							
I've never had bad service	I've never had bad service	I| 've never had| bad service							
The fish is fresh	The fish is fresh	the fish| is| fresh							
The fish is delicious	The fish is delicious	the fish| is| delicious							
I never had bad service	I never had bad service	I| never had| bad service							
I've waited for over one hour	I've waited for over one hour	I| 've waited| for over one hour							
I've waited for food	I've waited for food	I| 've waited| for food							
I've waited over on hour for food	I've waited over on hour for food	I| 've waited| over on hour| for food							
I've waited over one hour for food	I've waited over one hour for food	I| 've waited| over one| hour for food							
There was a small wait	There was a small wait	there| was| a small wait							
Shorter than I expected	Shorter than I expected	I| expected| shorter than							
It was shorter than I expected	It was shorter than I expected	it| was| shorter than I expected	I| expected| shorter than						
The small wait was shorter than I expected	The small wait was shorter than I expected	the small wait| was| shorter than I expected	I| expected| shorter than						
Go here on his off-night	Go here on his off-night	[subject missing]| go| here| on his off-night							
Do it on his off-night	Do it on his off-night	[subject missing]| do| it| on his off-night							
If you go here, do it on his off-night	If you go here, do it on his off-night	[subject missing]| do| it| on his off-night| if you go here	you| go| here						
